  4  1.292985e+06  3.431320e+05  1.950362e+05
  8  1.288672e+06  3.459960e+05  1.966641e+05
 16  3.535772e+05  2.009733e+05  0.000000e+00
 32  1.720847e+06  3.686560e+05  2.095441e+05
 64  1.519509e+06  3.987104e+05  2.266270e+05
128  3.130428e+06  4.608064e+05  2.619224e+05
