  4  9.011750e+02  6.971610e+02
  8  9.058800e+02  3.518400e+02
 16  9.020360e+02  1.812350e+02
 32  9.069650e+02  9.507300e+01
 64  9.117250e+02  5.171160e+01
128  9.039640e+02  3.046680e+01
