  4  6.534000e-01   6.559790e-01
  8  1.305650e+00   1.306810e+00
 16  2.568630e+00   2.572660e+00
 32  5.040640e+00   5.041150e+00
 64  9.545870e+00   9.546320e+00
128  1.723140e+01   1.742750e+01
