  4  1.386860e+03   9.061750e+02
  8  6.942230e+02   9.064150e+02
 16  3.543690e+02   9.102440e+02
 32  1.809780e+02   9.122430e+02
 64  9.523360e+01   9.090880e+02
128  5.231200e+01   9.014070e+02
