  4  1.549127e+06  6.947310e+04  3.948851e+04  4.690242e+05  1.472400e+04  8.369122e+03
  8  2.243723e+06  7.050680e+04  4.007607e+04  6.458474e+05  1.494592e+04  8.495261e+03
 16  3.350384e+06  7.220680e+04  4.104235e+04  9.904105e+05  1.540492e+04  8.756157e+03
 32  6.182374e+06  7.559904e+04  4.297049e+04  1.695086e+06  1.636432e+04  9.301479e+03
 64  1.067812e+07  8.215536e+04  4.669711e+04  3.086274e+06  1.845152e+04  1.048784e+04
128  2.164248e+07  9.731456e+04  5.531360e+04  7.257604e+06  2.328854e+04  1.323721e+04
