  8    0  9.0437300e-04  1.0399600e-05  7.4940800e-08  3.4593400e-10  9.9789300e-13  2.7225200e-15  5.4450300e-16  3.6300200e-16  
  8  100  9.1049400e-04  1.0504700e-05  7.5944400e-08  3.5168600e-10  1.0182000e-12  2.6310100e-15  6.0715500e-16  6.0715500e-16  
 32    0  9.9992800e-04  1.4345900e-05  1.4960600e-07  1.2061100e-09  7.8178000e-12  4.2471300e-14  7.2600400e-16  5.4450300e-16  
 32  100  1.0067300e-03  1.4492400e-05  1.5164400e-07  1.2266300e-09  7.9762000e-12  4.3310400e-14  8.0954000e-16  6.0715500e-16  
128    0  1.0237800e-03  1.5415100e-05  1.7314500e-07  1.5446500e-09  1.1396500e-11  7.1511400e-14  1.0890100e-15  7.2600400e-16  
128  100  1.0307500e-03  1.5573000e-05  1.7551300e-07  1.5710800e-09  1.1630500e-11  7.3870500e-14  1.2143100e-15  6.0715500e-16  
