  8  3.414990e+03  1.782120e+03  1.036730e+03  6.966300e+02
 32  8.792520e+02  4.634720e+02  2.692860e+02  1.815380e+02
128  2.476970e+02  1.303680e+02  7.697380e+01  5.187610e+01
