  4  2.607126e+05  2.923090e+04  1.661484e+04
  8  2.642316e+05  2.945660e+04  1.674313e+04
 16  4.406611e+05  2.993056e+04  1.701253e+04
 32  2.774558e+05  3.088864e+04  1.755710e+04
 64  1.228240e+06  3.301744e+04  1.876711e+04
128  3.825653e+05  3.788512e+04  2.153390e+04
