  4  2.510553e+06  6.822930e+05  3.878153e+05
  8  2.539306e+06  6.855780e+05  3.896825e+05
 16  2.748353e+06  6.924120e+05  3.935670e+05
 32  3.017491e+06  7.096016e+05  4.033375e+05
 64  3.453205e+06  7.403984e+05  4.208425e+05
128  4.391854e+06  7.997824e+05  4.545963e+05
