  4  6.971610e+02 9.011750e+02    1.472340e+02 1.911090e+02
  8  3.518400e+02 9.058800e+02    7.473570e+01 1.911310e+02
 16  1.812350e+02 9.020360e+02    3.851350e+01 1.911410e+02
 32  9.507300e+01 9.069650e+02    2.046800e+01 1.910060e+02
 64  5.171160e+01 9.117250e+02    1.152540e+01 1.910760e+02
128  3.046680e+01 9.039640e+02    7.276830e+00 1.911150e+02
