  4  1.297990e+00  1.298980e+00
  8  2.557420e+00  2.560300e+00
 16  4.962960e+00  4.955890e+00
 32  9.331940e+00  9.420740e+00
 64  1.657880e+01  1.681600e+01
128  2.626340e+01  2.797040e+01
