  4  1.911090e+02  1.472340e+02
  8  1.911310e+02  7.473570e+01
 16  1.911410e+02  3.851350e+01
 32  1.910060e+02  2.046800e+01
 64  1.910760e+02  1.152540e+01
128  1.911150e+02  7.276830e+00
