  4  1.292985e+06  3.431320e+05  1.950362e+05  2.510553e+06  6.822930e+05  3.878153e+05
  8  1.288672e+06  3.459960e+05  1.966641e+05  2.539306e+06  6.855780e+05  3.896825e+05
 16  3.535772e+05  2.009733e+05  2.000000e+05  2.748353e+06  6.924120e+05  3.935670e+05
 32  1.720847e+06  3.686560e+05  2.095441e+05  3.017491e+06  7.096016e+05  4.033375e+05
 64  1.519509e+06  3.987104e+05  2.266270e+05  3.453205e+06  7.403984e+05  4.208425e+05
128  3.130428e+06  4.608064e+05  2.619224e+05  4.391854e+06  7.997824e+05  4.545963e+05
