  4  1.927768e+05  1.472330e+04  8.368724e+03  2.607126e+05  2.923090e+04  1.661484e+04
  8  1.319516e+05  1.494732e+04  8.496057e+03  2.642316e+05  2.945660e+04  1.674313e+04
 16  1.388884e+05  1.540632e+04  8.756952e+03  4.406611e+05  2.993056e+04  1.701253e+04
 32  4.969547e+05  1.636312e+04  9.300797e+03  2.774558e+05  3.088864e+04  1.755710e+04
 64  1.805198e+06  1.844544e+04  1.048439e+04  1.228240e+06  3.301744e+04  1.876711e+04
128  1.612228e+06  2.328451e+04  1.323492e+04  3.825653e+05  3.788512e+04  2.153390e+04
