  4  1.927768e+05  1.472330e+04  8.368724e+03
  8  1.319516e+05  1.494732e+04  8.496057e+03
 16  1.388884e+05  1.540632e+04  8.756952e+03
 32  4.969547e+05  1.636312e+04  9.300797e+03
 64  1.805198e+06  1.844544e+04  1.048439e+04
128  1.612228e+06  2.328451e+04  1.323492e+04
